AptName,logFC,AveExpr,t,P.Value,adj.P.Val,B,Target,EntrezGeneSymbol,contrast,draw
seq.25245.22,1.8383151324875637,11.135636777585722,6.776920391259895,1.9776992541481534e-5,0.08723245701654285,2.786156580591566,RIC8A,RIC8A,Laparoscopic_vs_HeadNeck,Arterial
seq.2836.68,2.614090483365638,10.694039883668532,6.531439040854702,2.94440474016441e-5,0.08723245701654285,2.4690279295707445,Lipocalin 2,LCN2,Laparoscopic_vs_HeadNeck,Arterial
seq.5731.1,1.2554174091351253,9.340989294049434,6.218437161685811,4.5561201524625905e-5,0.08723245701654285,2.1187604434362015,ISK6,SPINK6,Laparoscopic_vs_HeadNeck,Arterial
seq.3329.14,3.164120523815063,10.730669141490525,5.863704095439819,7.993084838854522e-5,0.08723245701654285,1.658991146219428,PGRP-S,PGLYRP1,Laparoscopic_vs_HeadNeck,Arterial
seq.17766.5,3.9354127611778242,11.380108663465137,5.843073162796157,8.251649415208452e-5,0.08723245701654285,1.632722172462067,NCF-1,NCF1,Laparoscopic_vs_HeadNeck,Arterial
seq.20175.17,0.9088689593658295,9.687476526040209,5.798641139668963,8.528353428305029e-5,0.08723245701654285,1.6050794765212224,CO9A3,COL9A3,Laparoscopic_vs_HeadNeck,Arterial
seq.11342.59,-0.9997660763242573,7.634363913892799,-5.782828980778487,8.741667278320724e-5,0.08723245701654285,1.5846189432238829,PXDC2,PLXDC2,Laparoscopic_vs_HeadNeck,Arterial
seq.21237.24,3.2403724988276146,13.08765380933859,5.751725970322988,9.507589665988905e-5,0.08723245701654285,1.5155063112916833,PADI4,PADI4,Laparoscopic_vs_HeadNeck,Arterial
seq.5699.19,-2.087004392660706,11.396102829594021,-5.688492643876863,1.0494480860164226e-4,0.08723245701654285,1.4334995505467756,CI061,FAM189A2,Laparoscopic_vs_HeadNeck,Arterial
seq.23272.8,2.619375348243425,10.903498459940584,5.433865471565335,1.5708904098418443e-4,0.11709275983116219,1.0960895104108426,DPCD,DPCD,Laparoscopic_vs_HeadNeck,Arterial
seq.9867.23,1.9261966075803034,10.849414070788766,7.075898423901901,1.3631180305069185e-5,0.10197485986222257,-1.1653659485900154,F16P2,FBP2,Spine_vs_HeadNeck,Arterial
seq.21193.1,-0.9846332559770961,8.372280896062263,-5.182303635803356,2.361110526894361e-4,0.6423698771422186,-1.870507660070202,TFB2M,TFB2M,Spine_vs_HeadNeck,Arterial
seq.23673.9,-1.1728670811462667,9.973393833232047,-5.035005883378713,3.009720399119468e-4,0.6423698771422186,-1.9421621473979305,ODB2,DBT,Spine_vs_HeadNeck,Arterial
seq.21344.31,-1.4698193979855727,9.325445275894918,-4.679208154551053,5.476413904620144e-4,0.6423698771422186,-2.127165203394868,TFB1M,TFB1M,Spine_vs_HeadNeck,Arterial
seq.12764.3,-0.8673863053629569,8.235647826253599,-4.6727484131915515,5.53713142497644e-4,0.6423698771422186,-2.1306843338043677,ELMO1,ELMO1,Spine_vs_HeadNeck,Arterial
seq.9126.171,-1.911444865263812,8.803984356922964,-4.4259598138305005,8.472256646798938e-4,0.6423698771422186,-2.26952779736639,NT5D3,NT5DC3,Spine_vs_HeadNeck,Arterial
seq.11342.59,-0.6575704299290663,7.634363913892799,-4.330483297627272,9.803358806570192e-4,0.6423698771422186,-2.3148411458116884,PXDC2,PLXDC2,Spine_vs_HeadNeck,Arterial
seq.3799.11,2.980864474074899,12.173526945685515,4.251218481392598,0.0011502842043252348,0.6423698771422186,-2.373091107172993,Carbonic anhydrase III,CA3,Spine_vs_HeadNeck,Arterial
seq.11154.3,-1.1261677249440645,9.479256360628458,-4.2108295865900915,0.0012351752955208014,0.6423698771422186,-2.3976542827074723,NF2L1,NFE2L1,Spine_vs_HeadNeck,Arterial
seq.9863.1,-0.7738902681225195,8.522932644799264,-4.0979721314144255,0.0015085895524197025,0.6423698771422186,-2.467540131248885,Tropomyosin 4,TPM4,Spine_vs_HeadNeck,Arterial
seq.9867.23,2.8934235447051737,10.849414070788766,9.763372974765602,5.041129555873257e-7,0.0037712690207487836,5.62203216156337,F16P2,FBP2,Spine_vs_Laparoscopic,Arterial
seq.25245.22,-2.0708869511233132,11.135636777585722,-7.984134536120594,3.864303966029092e-6,0.014454428984931818,4.1622348311593544,RIC8A,RIC8A,Spine_vs_Laparoscopic,Arterial
seq.23272.8,-2.9285517091852586,10.903498459940584,-6.353646907670623,3.81853333818107e-5,0.08592654141870198,2.337152618391265,DPCD,DPCD,Spine_vs_Laparoscopic,Arterial
seq.2836.68,-2.321539784128838,10.694039883668532,-6.066293595146316,5.865601393790721e-5,0.08592654141870198,1.9792888854598125,Lipocalin 2,LCN2,Spine_vs_Laparoscopic,Arterial
seq.20175.17,-0.9011232806430325,9.687476526040209,-6.01268156696165,6.125266520787399e-5,0.08592654141870198,1.9422830724511595,CO9A3,COL9A3,Spine_vs_Laparoscopic,Arterial
seq.13093.6,-0.9728440078667848,9.832125817385624,-5.796359212607864,8.558794806936002e-5,0.08592654141870198,1.6593451982961245,SECTM1,SECTM1,Spine_vs_Laparoscopic,Arterial
seq.5731.1,-1.1122630032596508,9.340989294049434,-5.761819220451319,9.163854790493046e-5,0.08592654141870198,1.6017419980404375,ISK6,SPINK6,Spine_vs_Laparoscopic,Arterial
seq.5699.19,2.0254310048236075,11.396102829594021,5.773648286794969,9.188775983820558e-5,0.08592654141870198,1.6001413794389974,CI061,FAM189A2,Spine_vs_Laparoscopic,Arterial
seq.5491.12,2.06238162246213,12.888909393036963,5.463185090811507,1.486118533039983e-4,0.10845720948347465,1.1884469539199296,Testican-2,SPOCK2,Spine_vs_Laparoscopic,Arterial
seq.9844.138,3.9932692203041356,10.478672991747692,5.461908525503721,1.501957546878703e-4,0.10845720948347465,1.1797878166550255,ACTN2,ACTN2,Spine_vs_Laparoscopic,Arterial
